,City,lat,lng,max temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,sambava,-14.2667,50.1667,23.0,72.0,64.0,5.98,MG,1623088840.0
305,tirumullaivasal,11.2333,79.8333,29.74000000000001,74.0,56.0,7.53,IN,1623088840.0
306,lakhnadon,22.6,79.6,25.99000000000001,69.0,77.0,5.78,IN,1623088841.0
307,chuy,-33.6971,-53.4616,16.170000000000016,69.0,38.0,5.24,UY,1623088841.0
308,santa rosa,14.3122,121.1114,27.840000000000032,87.0,100.0,1.4,PH,1623088842.0
309,roebourne,-20.7833,117.1333,24.910000000000025,53.0,99.0,4.52,AU,1623088843.0
310,havre-saint-pierre,50.2334,-63.5986,12.240000000000009,81.0,93.0,2.03,CA,1623088843.0
311,kastornoye,51.8334,38.1302,14.930000000000007,88.0,92.0,2.23,RU,1623088844.0
312,boa vista,2.8197,-60.6733,31.99000000000001,48.0,75.0,5.66,BR,1623088845.0
313,charlestown,-32.95,151.6667,12.629999999999995,79.0,100.0,1.79,AU,1623088707.0
314,aitape,-3.1374,142.3475,25.52000000000004,87.0,95.0,1.94,PG,1623088845.0
315,zhezkazgan,47.8043,67.7144,23.49000000000001,27.0,60.0,5.48,KZ,1623088846.0
316,namatanai,-3.6667,152.4333,26.02000000000004,80.0,86.0,1.35,PG,1623088846.0
317,humberto de campos,-2.5983,-43.4611,28.260000000000048,76.0,37.0,1.9,BR,1623088847.0
318,bengkulu,-3.8004,102.2655,24.110000000000014,87.0,24.0,1.61,ID,1623088848.0
319,sonoita,31.85,-112.8333,33.629999999999995,15.0,99.0,8.26,MX,1623088848.0
320,yamada,39.4667,141.95,16.32000000000005,70.0,62.0,2.56,JP,1623088849.0
321,azanka,58.0401,64.7893,9.730000000000018,93.0,96.0,4.36,RU,1623088850.0
322,kieta,-6.2167,155.6333,25.460000000000036,82.0,91.0,0.87,PG,1623088850.0
324,lata,40.1629,-8.3327,27.25,50.0,0.0,3.25,PT,1623088733.0
325,waipawa,-41.4122,175.5153,11.350000000000023,90.0,100.0,3.21,NZ,1623088852.0
326,sao miguel do araguaia,-13.275,-50.1628,33.39000000000004,26.0,89.0,2.52,BR,1623088852.0
327,rawson,-43.3002,-65.1023,15.890000000000043,36.0,19.0,4.24,AR,1623088610.0
328,alenquer,-1.9417,-54.7383,33.55000000000001,44.0,79.0,3.13,BR,1623088853.0
329,fuerte,17.5381,120.3644,24.890000000000043,92.0,100.0,2.3,PH,1623088854.0
330,tefe,-3.3542,-64.7114,34.09000000000003,44.0,29.0,1.69,BR,1623088855.0
331,tevaitoa,-16.7833,-151.5,26.680000000000007,76.0,30.0,5.9,PF,1623088855.0
332,mirpur sakro,24.5474,67.6277,31.120000000000005,66.0,0.0,7.39,PK,1623088856.0
333,saint-georges,12.0564,-61.7485,27.5,78.0,95.0,7.32,GD,1623088828.0
334,varberg,57.1056,12.2508,18.260000000000048,75.0,86.0,2.53,SE,1623088857.0
335,andros,37.8333,24.9333,26.670000000000016,67.0,26.0,3.21,GR,1623088858.0
336,along,28.1667,94.7667,22.420000000000016,99.0,100.0,0.59,IN,1623088859.0
337,beberibe,-4.1797,-38.1306,30.02000000000004,67.0,23.0,4.19,BR,1623088859.0
338,sulmona,42.0479,13.9291,21.379999999999995,83.0,73.0,1.55,IT,1623088860.0
339,krasnoselkup,65.7,82.4667,1.4700000000000273,68.0,50.0,1.37,RU,1623088860.0
340,huangzhai,38.0751,112.6595,19.230000000000018,50.0,26.0,1.27,CN,1623088862.0
341,vatava,46.9667,24.7667,18.680000000000007,87.0,49.0,1.66,RO,1623088862.0
342,kushima,31.4583,131.2333,19.410000000000025,90.0,47.0,0.75,JP,1623088863.0
343,rio gallegos,-51.6226,-69.2181,4.5,78.0,89.0,2.73,AR,1623088864.0
344,buturlinovka,50.8239,40.6092,14.79000000000002,88.0,31.0,2.58,RU,1623088864.0
346,smithers,54.7804,-127.1743,15.200000000000045,46.0,65.0,0.72,CA,1623088865.0
347,sao joao da barra,-21.6403,-41.0511,24.57000000000005,74.0,17.0,4.53,BR,1623088866.0
348,sibolga,1.7427,98.7792,24.760000000000048,83.0,100.0,1.26,ID,1623088866.0
349,faro,37.0194,-7.9322,27.879999999999995,36.0,0.0,6.17,PT,1623088578.0
351,storvorde,57.0039,10.1013,16.960000000000036,67.0,26.0,4.27,DK,1623088867.0
352,isilkul,54.9109,71.2728,17.120000000000005,45.0,4.0,2.02,RU,1623088867.0
353,pangody,65.85,74.4859,3.890000000000043,65.0,75.0,0.48,RU,1623088867.0
354,powell river,49.8496,-124.5361,13.379999999999995,80.0,100.0,2.32,CA,1623088868.0
355,portland,45.5234,-122.6762,16.33000000000004,61.0,99.0,0.89,US,1623088748.0
356,tsaratanana,-16.7833,47.65,19.360000000000014,71.0,11.0,6.33,MG,1623088868.0
358,bazaliya,49.7127,26.4733,15.160000000000025,85.0,31.0,3.72,UA,1623088869.0
359,mount gambier,-37.8333,140.7667,7.930000000000007,90.0,100.0,2.84,AU,1623088869.0
360,guerrero negro,27.9769,-114.0611,20.49000000000001,58.0,94.0,5.72,MX,1623088869.0
361,evensk,61.95,159.2333,6.939999999999998,80.0,100.0,0.64,RU,1623088870.0
363,rio grande,-32.035,-52.0986,17.75,66.0,43.0,7.4,BR,1623088870.0
364,llanes,43.4198,-4.7549,20.710000000000036,84.0,73.0,2.94,ES,1623088871.0
365,mayo,38.8876,-76.5119,34.99000000000001,66.0,99.0,1.34,US,1623088695.0
366,nyurba,63.2842,118.3319,6.680000000000007,87.0,94.0,1.17,RU,1623088871.0
367,kaeo,-35.1,173.7833,14.620000000000005,96.0,100.0,10.96,NZ,1623088871.0
369,ola,59.5833,151.2833,5.3799999999999955,93.0,100.0,1.67,RU,1623088872.0
370,kitgum,3.2783,32.8867,23.390000000000043,49.0,22.0,0.93,UG,1623088872.0
371,marsaxlokk,35.8419,14.5431,22.82000000000005,78.0,20.0,6.69,MT,1623088654.0
372,kirakira,-10.4544,161.9205,25.77000000000004,83.0,91.0,3.24,SB,1623088873.0
373,egvekinot,66.3167,-179.1667,2.2100000000000364,68.0,7.0,0.87,RU,1623088873.0
374,airai,-8.9266,125.4092,13.29000000000002,88.0,72.0,0.94,TL,1623088693.0
375,takaungu,-3.6837,39.8566,27.27000000000004,79.0,76.0,7.44,KE,1623088873.0
376,bulgan,48.8125,103.5347,4.78000000000003,85.0,96.0,1.63,MN,1623088874.0
378,provideniya,64.3833,-173.3,1.4500000000000455,84.0,79.0,2.05,RU,1623088874.0
379,xining,36.6167,101.7667,11.410000000000025,77.0,51.0,0.86,CN,1623088875.0
380,anloga,5.7947,0.8973,29.120000000000005,73.0,36.0,3.85,GH,1623088613.0
381,rondonopolis,-16.4708,-54.6356,35.629999999999995,24.0,12.0,1.88,BR,1623088875.0
382,kurilsk,45.2333,147.8833,8.160000000000025,95.0,94.0,4.27,RU,1623088876.0
383,kaitangata,-46.2817,169.8464,4.960000000000036,88.0,3.0,1.53,NZ,1623088876.0
384,belyy gorodok,56.965,37.5125,17.05000000000001,79.0,33.0,0.64,RU,1623088876.0
385,derzhavinsk,51.1,66.3167,19.260000000000048,33.0,78.0,4.27,KZ,1623088877.0
386,borogontsy,62.6683,131.1683,6.840000000000032,79.0,58.0,2.19,RU,1623088877.0
387,port victoria,0.0939,33.9756,22.83000000000004,74.0,2.0,4.01,KE,1623088877.0
388,zaozerne,45.1582,33.2787,16.640000000000043,80.0,2.0,3.94,UA,1623088878.0
389,koumac,-20.5667,164.2833,19.930000000000007,72.0,97.0,4.71,NC,1623088878.0
390,mount pleasant,32.7941,-79.8626,30.610000000000014,81.0,75.0,0.45,US,1623088804.0
391,shubarshi,48.5872,57.1869,20.310000000000002,40.0,68.0,1.69,KZ,1623088879.0
392,helong,42.5397,128.9972,11.28000000000003,83.0,0.0,2.13,CN,1623088879.0
393,edinet,48.1681,27.305,16.840000000000032,84.0,60.0,3.71,MD,1623088879.0
395,puerto escondido,15.85,-97.0667,31.04000000000002,59.0,90.0,2.39,MX,1623088880.0
396,dinguiraye,11.3,-10.7167,29.5,45.0,56.0,0.16,GN,1623088880.0
397,nanortalik,60.1432,-45.2371,5.740000000000009,80.0,100.0,2.8,GL,1623088880.0
398,nouadhibou,20.931,-17.0347,23.99000000000001,64.0,52.0,8.75,MR,1623088675.0
399,paso de carrasco,-34.8603,-56.0522,17.360000000000014,76.0,91.0,3.26,UY,1623088881.0
400,the valley,18.217,-63.0578,28.79000000000002,77.0,100.0,8.61,AI,1623088813.0
401,morehead,37.2711,-87.1764,27.129999999999995,69.0,90.0,2.57,US,1623088881.0
402,tsiroanomandidy,-18.7667,46.0333,17.680000000000007,57.0,55.0,3.34,MG,1623088882.0
403,parkes,-33.1333,148.1833,9.640000000000043,64.0,100.0,0.89,AU,1623088882.0
404,suileng,47.25,127.0833,16.220000000000027,67.0,0.0,1.01,CN,1623088882.0
405,ahipara,-35.1667,173.1667,14.950000000000045,86.0,100.0,9.09,NZ,1623088883.0
406,broken hill,-31.95,141.4333,10.450000000000045,76.0,14.0,5.29,AU,1623088883.0
407,visnes,59.3556,5.2242,16.170000000000016,77.0,40.0,4.63,NO,1623088884.0
408,mormugao,15.4,73.8,28.0,75.0,13.0,4.32,IN,1623088884.0
409,yinchuan,38.4681,106.2731,24.980000000000018,28.0,100.0,1.63,CN,1623088884.0
410,ankazobe,-18.3167,47.1167,13.230000000000018,84.0,59.0,4.37,MG,1623088884.0
411,bonoua,5.2741,-3.595,28.79000000000002,75.0,62.0,2.56,CI,1623088885.0
412,guadalajara,20.6667,-103.3333,31.55000000000001,28.0,57.0,1.03,MX,1623088759.0
413,samarai,-10.6167,150.6667,24.980000000000018,90.0,100.0,8.22,PG,1623088885.0
414,le havre,49.4938,0.1077,20.350000000000023,86.0,90.0,3.09,FR,1623088756.0
415,axim,4.8699,-2.2405,27.200000000000045,75.0,53.0,2.54,GH,1623088886.0
416,terney,45.0503,136.6092,13.910000000000025,80.0,45.0,4.34,RU,1623088886.0
417,monterey,36.2505,-121.2516,18.24000000000001,19.0,53.0,6.2,US,1623088886.0
418,jibuti,11.5,42.5,33.660000000000025,28.0,1.0,3.44,DJ,1623088797.0
419,aykhal,66.0,111.5,2.25,66.0,41.0,2.1,RU,1623088887.0
420,asfi,32.2994,-9.2372,21.620000000000005,77.0,100.0,5.39,MA,1623088887.0
421,eldorado,-23.7869,-54.2836,24.060000000000002,61.0,46.0,3.39,BR,1623088888.0
423,mareeba,-17.0,145.4333,18.400000000000034,96.0,42.0,0.88,AU,1623088888.0
425,deputatskiy,69.3,139.9,4.420000000000016,92.0,100.0,4.53,RU,1623088889.0
426,olinda,-8.0089,-34.8553,25.850000000000023,73.0,75.0,4.98,BR,1623088889.0
427,namibe,-15.1961,12.1522,24.04000000000002,56.0,8.0,4.05,AO,1623088889.0
428,liaoyang,41.2719,123.1731,17.180000000000007,81.0,91.0,2.06,CN,1623088890.0
430,markivka,49.5229,39.5705,15.03000000000003,90.0,100.0,2.49,UA,1623088890.0
431,saint pete beach,27.7253,-82.7412,33.960000000000036,58.0,100.0,3.13,US,1623088808.0
433,jalu,29.0331,21.5482,31.189999999999998,18.0,93.0,4.24,LY,1623088891.0
434,breznik,42.7414,22.8981,17.33000000000004,89.0,79.0,1.24,BG,1623088891.0
435,lukovetskiy,64.2956,41.9211,11.990000000000009,46.0,17.0,1.35,RU,1623088892.0
436,isfana,39.8386,69.5306,22.310000000000002,40.0,76.0,4.17,KG,1623088892.0
437,paamiut,61.994,-49.6678,3.830000000000041,92.0,100.0,6.16,GL,1623088892.0
438,da nang,16.0678,108.2208,29.03000000000003,79.0,40.0,1.03,VN,1623088734.0
439,poum,-20.2333,164.0167,21.879999999999995,67.0,99.0,7.2,NC,1623088693.0
440,ornskoldsvik,63.2909,18.7153,20.900000000000034,64.0,0.0,1.2,SE,1623088893.0
441,kloulklubed,7.0419,134.2556,27.879999999999995,76.0,100.0,2.75,PW,1623088893.0
442,port augusta,-32.5,137.7667,8.730000000000018,72.0,53.0,7.14,AU,1623088894.0
443,bandrele,-12.9067,45.1914,25.860000000000014,73.0,75.0,3.93,YT,1623088894.0
444,nandura,20.8333,76.45,28.260000000000048,67.0,95.0,1.3,IN,1623088894.0
445,canapi,-9.1174,-37.6012,27.939999999999998,50.0,77.0,4.74,BR,1623088895.0
446,key west,24.5557,-81.7826,31.0,68.0,75.0,8.75,US,1623088189.0
447,longyearbyen,78.2186,15.6401,1.910000000000025,93.0,75.0,2.06,SJ,1623088895.0
448,belawan,3.7755,98.6832,26.160000000000025,87.0,100.0,2.07,ID,1623088895.0
449,villeta,5.0089,-74.4723,28.340000000000032,61.0,69.0,1.07,CO,1623088896.0
450,calatayud,41.3535,-1.6432,27.58000000000004,37.0,11.0,5.55,ES,1623088896.0
452,westport,41.1415,-73.3579,35.78000000000003,64.0,24.0,0.89,US,1623088696.0
453,carutapera,-1.195,-46.02,28.480000000000018,76.0,36.0,2.49,BR,1623088897.0
454,ergani,38.2653,39.7621,25.400000000000034,30.0,6.0,2.91,TR,1623088897.0
455,oranjemund,-28.55,16.4333,16.220000000000027,75.0,79.0,4.95,NA,1623088897.0
456,ca mau,9.1769,105.15,26.180000000000007,87.0,100.0,1.7,VN,1623088898.0
457,ust-kulom,61.6864,53.6902,7.160000000000025,50.0,4.0,2.21,RU,1623088898.0
458,bahia blanca,-38.7196,-62.2724,15.870000000000005,41.0,94.0,5.71,AR,1623088666.0
460,rundu,-17.9333,19.7667,15.960000000000036,38.0,1.0,2.16,NA,1623088899.0
461,caravelas,-17.7125,-39.2481,25.879999999999995,65.0,93.0,3.3,BR,1623088899.0
462,bani walid,31.7566,13.9942,26.460000000000036,46.0,18.0,11.4,LY,1623088899.0
463,salalah,17.0151,54.0924,27.900000000000034,89.0,87.0,4.66,OM,1623088900.0
464,ewo,-0.8725,14.8206,26.600000000000023,63.0,72.0,1.74,CG,1623088900.0
465,kishi,9.0833,3.85,28.620000000000005,58.0,24.0,2.4,NG,1623088900.0
466,carnarvon,-24.8667,113.6333,23.189999999999998,50.0,100.0,4.38,AU,1623088901.0
467,san ramon,37.7799,-121.978,23.140000000000043,52.0,21.0,4.92,US,1623088851.0
468,cabo san lucas,22.8909,-109.9124,39.170000000000016,53.0,2.0,2.71,MX,1623088901.0
469,vytegra,61.0064,36.4481,15.150000000000034,53.0,32.0,3.42,RU,1623088901.0
470,strezhevoy,60.7333,77.5889,6.990000000000009,90.0,100.0,4.48,RU,1623088902.0
471,cozumel,20.5083,-86.9458,31.730000000000018,70.0,75.0,3.58,MX,1623088902.0
472,hobyo,5.3505,48.5268,26.100000000000023,87.0,50.0,11.52,SO,1623088902.0
473,harnosand,62.6323,17.9379,21.010000000000048,82.0,80.0,1.63,SE,1623088903.0
475,ribas do rio pardo,-20.4431,-53.7592,32.129999999999995,28.0,57.0,3.5,BR,1623088903.0
476,general roca,-39.0333,-67.5833,16.150000000000034,24.0,1.0,4.97,AR,1623088904.0
477,asau,46.4333,26.4,20.510000000000048,77.0,58.0,0.87,RO,1623088904.0
478,prabumulih,-3.45,104.25,23.140000000000043,96.0,35.0,0.87,ID,1623088904.0
479,onega,63.9061,38.1404,10.120000000000005,45.0,57.0,3.41,RU,1623088905.0
480,saldanha,-33.0117,17.9442,17.0,65.0,96.0,3.74,ZA,1623088905.0
481,segovia,41.1667,-4.0,28.660000000000025,36.0,20.0,3.62,ES,1623088905.0
483,cherskiy,68.75,161.3,8.860000000000014,60.0,100.0,2.18,RU,1623088906.0
484,arraial do cabo,-22.9661,-42.0278,23.610000000000014,81.0,55.0,4.13,BR,1623088906.0
485,mayumba,-3.432,10.6554,25.189999999999998,90.0,85.0,3.44,GA,1623088906.0
486,chitral,35.8462,71.7858,26.03000000000003,37.0,0.0,2.04,PK,1623088907.0
487,nantucket,41.2835,-70.0995,26.189999999999998,83.0,90.0,5.14,US,1623088609.0
488,pitimbu,-7.4706,-34.8086,27.27000000000004,74.0,64.0,5.89,BR,1623088907.0
489,whitehorse,60.7161,-135.0538,12.830000000000041,66.0,75.0,1.34,CA,1623088645.0
490,nyimba,-14.5566,30.8149,16.680000000000007,61.0,77.0,3.78,ZM,1623088908.0
492,mandalgovi,45.7625,106.2708,5.520000000000039,69.0,50.0,9.39,MN,1623088908.0
493,naliya,23.2667,68.8333,30.33000000000004,67.0,0.0,5.61,IN,1623088909.0
494,monte alegre de minas,-18.8706,-48.8808,29.850000000000023,26.0,9.0,2.97,BR,1623088909.0
495,iguape,-24.7081,-47.5553,20.060000000000002,93.0,99.0,4.61,BR,1623088909.0
496,muros,42.7762,-9.0603,22.28000000000003,61.0,100.0,4.86,ES,1623088909.0
497,high rock,26.6208,-78.2833,27.260000000000048,73.0,95.0,6.85,BS,1623088910.0
498,saskylakh,71.9167,114.0833,2.5600000000000023,75.0,91.0,3.38,RU,1623088910.0
499,tongzi,28.7829,105.0877,22.29000000000002,78.0,100.0,1.11,CN,1623088910.0
500,izhma,65.0083,53.9113,7.189999999999998,50.0,5.0,2.03,RU,1623088911.0
501,clearwater,27.9659,-82.8001,33.450000000000045,58.0,1.0,2.24,US,1623088791.0
502,kirzhach,56.15,38.8667,15.520000000000039,90.0,71.0,1.84,RU,1623088911.0
503,ternate,0.8,127.4,27.160000000000025,80.0,53.0,2.25,ID,1623088912.0
505,chateauroux,46.8167,1.7,23.0,49.0,0.0,1.54,FR,1623088814.0
506,atuona,-9.8,-139.0333,26.200000000000045,72.0,31.0,4.76,PF,1623088912.0
507,redmond,47.674,-122.1215,13.950000000000045,81.0,96.0,0.45,US,1623088792.0
508,homer,59.6425,-151.5483,10.430000000000007,65.0,5.0,8.05,US,1623088913.0
509,sora,41.7157,13.6141,22.210000000000036,87.0,85.0,0.54,IT,1623088913.0
510,manado,1.487,124.8455,23.430000000000007,100.0,20.0,1.67,ID,1623088891.0
511,darhan,49.4867,105.9228,8.260000000000048,83.0,100.0,2.09,MN,1623088913.0
512,khuzhir,53.1939,107.3397,6.3700000000000045,76.0,100.0,1.24,RU,1623088914.0
513,ulcinj,41.9294,19.2244,21.950000000000045,78.0,88.0,1.9,ME,1623088914.0
514,mantua,45.1667,10.7833,22.340000000000032,83.0,47.0,0.89,IT,1623088914.0
515,lichuan,30.3,108.85,18.189999999999998,84.0,99.0,0.58,CN,1623088915.0
516,krasnyy oktyabr,56.1167,38.8833,15.520000000000039,91.0,72.0,1.86,RU,1623088915.0
517,taphan hin,16.2209,100.4198,24.860000000000014,91.0,100.0,2.03,TH,1623088915.0
519,nemuro,43.3236,145.575,10.400000000000034,87.0,2.0,1.64,JP,1623088916.0
520,atar,20.5169,-13.0499,43.629999999999995,7.0,1.0,5.75,MR,1623088916.0
521,belaya gora,68.5333,146.4167,8.910000000000025,80.0,100.0,2.15,RU,1623088916.0
522,tamiahua,21.2667,-97.45,31.810000000000002,65.0,71.0,5.23,MX,1623088917.0
523,vesyegonsk,58.664,37.2604,15.010000000000048,89.0,74.0,2.07,RU,1623088917.0
524,kochi,9.9399,76.2602,26.99000000000001,81.0,86.0,2.9,IN,1623088679.0
525,rameswaram,9.2833,79.3,28.99000000000001,80.0,21.0,12.1,IN,1623088918.0
526,witu,-2.3889,40.4382,24.090000000000032,80.0,82.0,6.16,KE,1623088918.0
528,ushuaia,-54.8,-68.3,3.680000000000007,95.0,65.0,1.52,AR,1623088897.0
529,quatre cocos,-20.2078,57.7625,21.720000000000027,76.0,87.0,8.74,MU,1623088919.0
530,sula,15.4573,120.3955,24.939999999999998,89.0,100.0,0.19,PH,1623088919.0
531,murdochville,48.9583,-65.5006,28.57000000000005,50.0,55.0,7.35,CA,1623088919.0
532,tsogni,-2.7942,10.0988,24.850000000000023,88.0,69.0,2.74,GA,1623088920.0
533,panji,-7.7253,114.0995,23.850000000000023,82.0,47.0,2.22,ID,1623088920.0
534,pundaguitan,6.3711,126.1689,27.810000000000002,77.0,100.0,3.53,PH,1623088920.0
535,vagur,61.4732,-6.8119,9.720000000000027,90.0,100.0,8.74,FO,1623088921.0
536,kankaanpaa,61.8,22.4167,21.420000000000016,64.0,96.0,2.14,FI,1623088921.0
537,najran,17.4924,44.1277,31.390000000000043,9.0,46.0,2.61,SA,1623088921.0
538,victor harbor,-35.5667,138.6167,10.050000000000011,91.0,93.0,4.88,AU,1623088922.0
539,busselton,-33.65,115.3333,8.930000000000007,83.0,57.0,5.1,AU,1623088922.0
540,morgan city,29.6994,-91.2068,32.25,79.0,75.0,5.21,US,1623088922.0
541,alta floresta,-9.8756,-56.0861,34.900000000000034,34.0,0.0,4.12,BR,1623088796.0
542,turukhansk,65.8167,87.9833,0.160000000000025,88.0,96.0,1.95,RU,1623088923.0
543,bucerias,20.75,-105.3333,31.410000000000025,53.0,68.0,3.2,MX,1623088683.0
544,tuatapere,-46.1333,167.6833,6.25,86.0,2.0,1.45,NZ,1623088923.0
545,kodinsk,58.6881,99.1844,3.5200000000000387,84.0,55.0,1.7,RU,1623088924.0
547,sao felix do xingu,-6.6447,-51.995,33.710000000000036,34.0,30.0,2.53,BR,1623088924.0
548,claremore,36.3126,-95.6161,26.400000000000034,77.0,40.0,2.24,US,1623088795.0
549,banda aceh,5.5577,95.3222,26.79000000000002,78.0,100.0,6.2,ID,1623088925.0
550,vostok,46.4856,135.8833,11.140000000000043,95.0,95.0,1.81,RU,1623088925.0
551,independence,39.0911,-94.4155,28.54000000000002,61.0,64.0,1.34,US,1623088873.0
553,cape coast,5.1053,-1.2466,27.170000000000016,75.0,26.0,2.8,GH,1623088926.0
554,tual,-5.6667,132.75,26.920000000000016,83.0,55.0,5.98,ID,1623088926.0
555,banjar,-8.19,114.9675,26.920000000000016,88.0,35.0,1.81,ID,1623088927.0
556,mbandaka,0.0487,18.2603,22.75,91.0,65.0,1.73,CD,1623088927.0
557,victoria,22.2855,114.1577,28.03000000000003,86.0,64.0,0.89,HK,1623088657.0
558,kavaratti,10.5669,72.642,28.600000000000023,75.0,45.0,6.16,IN,1623088664.0
559,laguna,38.421,-121.4238,25.360000000000014,37.0,1.0,2.24,US,1623088920.0
560,palizada,18.25,-92.0833,36.03000000000003,39.0,76.0,4.8,MX,1623088928.0
561,isla vista,34.4133,-119.861,19.82000000000005,68.0,90.0,3.6,US,1623088928.0
562,simao,22.7886,100.9748,18.870000000000005,98.0,100.0,1.2,CN,1623088929.0
563,severo-kurilsk,50.6789,156.125,5.110000000000014,97.0,100.0,4.23,RU,1623088929.0
564,batagay-alyta,67.8006,130.4114,4.439999999999998,59.0,61.0,3.2,RU,1623088929.0
565,phan thiet,10.9333,108.1,24.760000000000048,91.0,100.0,3.8,VN,1623088930.0
566,narsaq,60.9167,-46.05,13.120000000000005,46.0,100.0,6.44,GL,1623088930.0
567,luangwa,-15.6167,30.4167,17.24000000000001,64.0,37.0,1.64,ZM,1623088930.0
568,henties bay,-22.116,14.2845,19.360000000000014,63.0,0.0,3.77,NA,1623088930.0
569,innisfail,-17.5333,146.0333,20.340000000000032,89.0,83.0,0.98,AU,1623088931.0
570,nizhniy baskunchak,48.2198,46.8311,20.939999999999998,57.0,100.0,3.97,RU,1623088931.0
571,gebre guracha,9.8,38.4,17.80000000000001,30.0,29.0,4.06,ET,1623088931.0
572,san vicente,-26.6167,-54.1333,16.470000000000027,98.0,100.0,1.98,AR,1623088932.0
573,roros,62.5747,11.3842,17.910000000000025,45.0,20.0,2.57,NO,1623088932.0
574,marzuq,14.4,46.4667,30.510000000000048,37.0,83.0,2.34,YE,1623088932.0
575,miandrivazo,-19.5167,45.4667,23.07000000000005,50.0,16.0,1.47,MG,1623088933.0
576,kindu,-2.95,25.95,23.80000000000001,78.0,95.0,0.83,CD,1623088933.0
577,teahupoo,-17.8333,-149.2667,21.980000000000018,80.0,67.0,4.67,PF,1623088933.0
578,bambous virieux,-20.3428,57.7575,21.79000000000002,75.0,82.0,8.74,MU,1623088934.0
579,imbituba,-28.24,-48.6703,16.980000000000018,94.0,100.0,0.94,BR,1623088934.0
582,yellowknife,62.456,-114.3525,6.980000000000018,65.0,100.0,6.71,CA,1623088887.0
583,kihei,20.785,-156.4656,26.58000000000004,81.0,10.0,1.73,US,1623088935.0
584,bangassou,4.7413,22.8184,22.210000000000036,85.0,56.0,0.99,CF,1623088935.0
585,bilma,18.6853,12.9164,36.83000000000004,12.0,49.0,1.52,NE,1623088935.0
586,fonte boa,-2.4959,-66.2662,32.670000000000016,48.0,75.0,1.11,BR,1623088936.0
587,okhotsk,59.3833,143.3,4.310000000000002,97.0,78.0,2.87,RU,1623088936.0
588,takoradi,4.8845,-1.7554,27.27000000000004,74.0,46.0,2.67,GH,1623088936.0
589,pathein,16.7833,94.7333,26.629999999999995,82.0,100.0,2.91,MM,1623088937.0
592,cascais,38.6979,-9.4215,22.640000000000043,63.0,20.0,6.71,PT,1623088666.0
593,bad hofgastein,47.1667,13.1,18.02000000000004,80.0,100.0,0.45,AT,1623088938.0
594,havelock,34.8791,-76.9013,28.32000000000005,84.0,75.0,7.2,US,1623088938.0
595,minna,9.6139,6.5569,29.840000000000032,55.0,15.0,2.65,NG,1623088938.0
596,alexandria,31.2156,29.9553,24.980000000000018,50.0,0.0,3.09,EG,1623088384.0
597,harper,4.375,-7.7169,27.090000000000032,76.0,94.0,4.21,LR,1623088939.0
598,inirida,3.8653,-67.9239,28.600000000000023,76.0,87.0,1.28,CO,1623088939.0
599,honiara,-9.4333,159.95,24.610000000000014,86.0,61.0,1.97,SB,1623088939.0
601,akyab,20.15,92.9,27.890000000000043,83.0,92.0,3.48,MM,1623088940.0
602,youkounkoun,12.5333,-13.1333,27.74000000000001,71.0,46.0,4.02,GN,1623088940.0
603,malanje,-9.5402,16.341,20.870000000000005,45.0,38.0,1.3,AO,1623088940.0
604,hambantota,6.1241,81.1185,26.730000000000018,83.0,95.0,7.03,LK,1623088941.0
605,two hills,53.7169,-111.7518,15.400000000000034,58.0,99.0,1.58,CA,1623088941.0
606,tiksi,71.6872,128.8694,1.650000000000034,88.0,78.0,0.93,RU,1623088941.0
608,gombong,-7.6072,109.5142,22.840000000000032,89.0,19.0,0.87,ID,1623088942.0
609,dongsheng,39.8161,109.9776,19.350000000000023,19.0,69.0,1.12,CN,1623088942.0
610,korla,41.7597,86.1469,21.340000000000032,50.0,99.0,7.74,CN,1623088942.0
611,naze,28.3667,129.4833,23.650000000000034,87.0,100.0,1.89,JP,1623088943.0
612,strai,58.2,7.9,20.060000000000002,49.0,0.0,1.34,NO,1623088943.0
613,tautira,-17.7333,-149.15,25.010000000000048,80.0,54.0,5.02,PF,1623088914.0
614,berdigestyakh,62.0989,126.6992,6.53000000000003,49.0,90.0,2.29,RU,1623088944.0
615,contai,21.7786,87.7536,30.49000000000001,83.0,100.0,7.04,IN,1623088944.0
616,vestmannaeyjar,63.4427,-20.2734,10.550000000000011,87.0,20.0,5.14,IS,1623088944.0
617,versalles,48.8,2.1333,23.950000000000045,48.0,0.0,2.57,FR,1623088945.0
618,olga,43.7444,135.2892,13.04000000000002,85.0,8.0,2.91,RU,1623088945.0
619,birjand,32.8663,59.2211,30.30000000000001,14.0,0.0,2.6,IR,1623088945.0
620,yulara,-25.2406,130.9889,11.04000000000002,48.0,44.0,7.04,AU,1623088946.0
621,biloela,-24.4167,150.5,12.0,93.0,1.0,1.64,AU,1623088814.0
622,tomatlan,19.9333,-105.25,34.10000000000002,41.0,28.0,4.34,MX,1623088946.0
623,njombe,-9.3333,34.7667,9.900000000000034,95.0,47.0,2.24,TZ,1623088947.0
624,nishihara,26.1842,127.7558,26.600000000000023,83.0,75.0,2.67,JP,1623088947.0
625,kruisfontein,-34.0033,24.7314,17.710000000000036,36.0,0.0,3.24,ZA,1623088947.0
626,pisco,-13.7,-76.2167,18.340000000000032,84.0,57.0,3.71,PE,1623088948.0
